se'a	cmavo			      		auto-suffisance
se'anai	cmavo-compound			      		dépendance
se'e	cmavo			      		code un charactère
se'i	cmavo			      		egoïste
se'inai	cmavo-compound			      		altruiste
se'o	cmavo			      		je sais en moi-même
se'u	cmavo			      		fini un passage métalinguistique
seba'i	cmavo-compound			      		à la place de
sebai	cmavo-compound			      		forçant le résultat
sebau	cmavo-compound			      		dans la langue de
sebe'i	cmavo-compound			      		transmettant
seca'i	cmavo-compound			      		avec autorité sur
secau	cmavo-compound			      		sans
seci'o	cmavo-compound			      		éprouvant l'émotion
seci'u	cmavo-compound			      		sur l'échelle de mesure
secu'u	cmavo-compound			      		exprimant
sede'i	cmavo-compound			      		à la même date que
sedi'o	cmavo-compound			      		à l'endroit précis
sedu'i	cmavo-compound			      		égal à
sedu'o	cmavo-compound			      		sachant les faits
sedu'u	cmavo-compound			      		abstracteur d'énoncé
sefa'e	cmavo-compound			      		comme inversion de
sefi'e	cmavo-compound			      		créant
sega'a	cmavo-compound			      		observant
segau	cmavo-compound			      		comme agent faisant
sei	cmavo			      		introduit un bridi métalinguistique
seja'e	cmavo-compound			      		résultats de
seja'enai	cmavo-compound			      		résultats malgré
seja'i	cmavo-compound			      		par la règle préscrivant
seji'e	cmavo-compound			      		comme limite de
seji'o	cmavo-compound			      		controllant les aspects
seji'u	cmavo-compound			      		comme base de
seka'a	cmavo-compound			      		avec pour destination
seka'i	cmavo-compound			      		en représentation de
sekai	cmavo-compound			      		avec la propriété
sekai ma	cmavo-compound			      		quel type ?
seki'i	cmavo-compound			      		en relation avec
sekoi	cmavo-compound			      		comme borne
seku'u	cmavo-compound			      		dans la culture de
sela'u	cmavo-compound			      		en quantité
sele'a	cmavo-compound			      		comme classe de
seli'e	cmavo-compound			      		précédant
sema'e	cmavo-compound			      		fait du matériau
sema'i	cmavo-compound			      		comme standard pour
semau	cmavo-compound			      		plus que
semaunai	cmavo-compound			      		pas plus que
seme'a	cmavo-compound			      		moins que
seme'anai	cmavo-compound			      		pas moins que
seme'e	cmavo-compound			      		comme nom de
semu'u	cmavo-compound			      		exemple de la propriété
sepa'a	cmavo-compound			      		ressemblant à
sepa'u	cmavo-compound			      		comme partie de
sepi'o	cmavo-compound			      		utilisant l'outil
sepo'i	cmavo-compound			      		ordonné par la règle
sepu'a	cmavo-compound			      		pour plaire à
sepu'e	cmavo-compound			      		procédant à partir de
sera'a	cmavo-compound			      		concernant
sera'i	cmavo-compound			      		comme origine de
serai	cmavo-compound			      		superlatif en
seri'i	cmavo-compound			      		expérimentant (à la première personne)
sesau	cmavo-compound			      		nécessaire pour
sesi'u	cmavo-compound			      		aidant
seta'i	cmavo-compound			      		comme méthode pour
setai	cmavo-compound			      		comme forme de
seti'i	cmavo-compound			      		suggérant
seti'u	cmavo-compound			      		en même temps que
setu'i	cmavo-compound			      		comme lieu de
seva'o	cmavo-compound			      		comme conditions / environnement de
seva'u	cmavo-compound			      		avec bénéficiaire
sezau	cmavo-compound			      		approuvant
sezu'e	cmavo-compound			      		employant les moyens
si	cmavo			      		efface le dernier mot (non lojban = un seul mot)
si'a	cmavo			      		pareillement
si'e	cmavo			      		proportion
si'i	cmavo			      		sommation (sigma)
si'o	cmavo   	-siz-		      		abstracteur de concept
si'u	cmavo			      		aidé par
slaka bu	bu-letteral			      		Lettre ' , '
so	cmavo   	-soz-		      		9
so'a	cmavo   	-soj-		      		presque tous / tout
so'e	cmavo   	-sop-		      		la plupart
so'eroi	cmavo-compound			      		habituellement
so'i	cmavo   	-sor-   	-so'i-	      		beaucoup
so'imei	cmavo-compound			      		contient beaucoup d'éléments de
so'iroi	cmavo-compound			      		beaucoup de fois
so'o	cmavo   	-sos-		      		plusieurs
so'u	cmavo   	-sot-		      		peu
so'uroi	cmavo-compound			      		peu de fois
soi	cmavo			      		réciproquement (sumti)
soki'o	cmavo-compound			      		9000
somoi	cmavo-compound			      		9ème
sono	cmavo-compound			      		90
sonono	cmavo-compound			      		900
sosoce'i	cmavo-compound			      		99 pourcents
sozepimu	cmavo-compound			      		97.5
su	cmavo			      		efface un discours
su'a	cmavo			      		je généralise
su'anai	cmavo-compound			      		je particularise
su'e	cmavo   	-sup-   	-su'e-	      		au plus
su'i	cmavo			      		plus (addition)
su'o	cmavo   	-suz-   	-su'o-	      		au moins
su'oremei	cmavo-compound			      		est pluriel
su'oremoi	cmavo-compound			      		est au moins 2ème
su'u	cmavo   	-suv-		      		abstracteur non spécifique
sy	cmavo			      		lettre « s »
ta	cmavo   	-taz-		      		ça là
ta'a	cmavo			      		coupe la parole
ta'e	cmavo			      		habituellement
ta'enai	cmavo-compound			      		inhabituellement
ta'i	cmavo			      		par la méthode
ta'i ma	cmavo-compound			      		question ' méthode ? '
ta'o	cmavo			      		digression
ta'onai	cmavo-compound			      		fin de la digression
tau	cmavo			      		change la casse pour la prochaine lettre
te	cmavo   	-ter-		      		3ème conversion
te'a	cmavo			      		à la puissance (maths)
te'e	cmavo			      		bornant temporellement
te'o	cmavo			      		nombre e
tebau	cmavo-compound			      		exprimant
tebe'i	cmavo-compound			      		envoyé à
teca'i	cmavo-compound			      		autorité fondée sur les bases
teci'e	cmavo-compound			      		des composants (du système)
teci'o	cmavo-compound			      		ressentant à propos de
tecu'u	cmavo-compound			      		exprimé à l'attention de
tede'i	cmavo-compound			      		à la date à l'endroit
tedi'o	cmavo-compound			      		à cet emplacement avec le range
tedu'i	cmavo-compound			      		égaux selon la propriété
tedu'o	cmavo-compound			      		sachant à propos de
tefi'e	cmavo-compound			      		créé pour l'usage
tega'a	cmavo-compound			      		observé par les moyens
tei	cmavo			      		lettre composée
teja'i	cmavo-compound			      		par la règle du système
teji'e	cmavo-compound			      		limité selon la propriété
teji'o	cmavo-compound			      		controleur dans l'événement
teka'a	cmavo-compound			      		d'origine
teka'i	cmavo-compound			      		représenté dans
teki'i	cmavo-compound			      		avec la relation
tekoi	cmavo-compound			      		bornant
tela'u	cmavo-compound			      		mesuré sur l'échelle
tele'a	cmavo-compound			      		défini par la qualité
teli'e	cmavo-compound			      		ordonné en séquence
tema'e	cmavo-compound			      		dans la forme matérielle
tema'i	cmavo-compound			      		règles du standard
temau	cmavo-compound			      		plus en propriété
teme'a	cmavo-compound			      		moins en propriété
teme'e	cmavo-compound			      		comme nom utilisé par
temu'i	cmavo-compound			      		mobile d'une personne
temu'u	cmavo-compound			      		exemple tiré de l'ensemble
teni'i	cmavo-compound			      		selon le système logique
tepa'a	cmavo-compound			      		propriété de contraste
tepi'o	cmavo-compound			      		utilisation pour la fonction
tepo'i	cmavo-compound			      		ordonnant les items
tepu'a	cmavo-compound			      		conditions de plaisance
tepu'e	cmavo-compound			      		procédant en la sortie
terai	cmavo-compound			      		à l'extrême
teri'a	cmavo-compound			      		conditions causales
tesi'u	cmavo-compound			      		assisté pour
teta'i	cmavo-compound			      		condition méthodologique
tetai	cmavo-compound			      		partageant la forme idéale
teti'i	cmavo-compound			      		suggéré à
teti'u	cmavo-compound			      		temps du jour
teva'u	cmavo-compound			      		standard d'accointance
tezu'e	cmavo-compound			      		avec l'objectif
ti	cmavo   	-tif-		      		ça juste ici
ti'a	cmavo			      		derrière
ti'e	cmavo			      		j'ai entendu que
ti'i	cmavo			      		suggéré par
ti'u	cmavo			      		associé au temps
to	cmavo			      		parenthèse gauche
to'a	cmavo			      		passe en bas de casse
to'e	cmavo   	-tol-   	-to'e-	      		opposé polaire dans l'échelle de la négativité
to'o	cmavo			      		loin de
to'u	cmavo			      		en bref
to'unai	cmavo-compound			      		en détail
toi	cmavo			      		parenthèse droite
tu	cmavo   	-tuf-		      		ça là-bas loin
tu'a	cmavo			      		extrait un sumti concret d'une abstraction non spécifiée
tu'i	cmavo			      		associé à l'endroit
tu'o	cmavo			      		opérateur nul (maths)
ty	cmavo			      		lettre « t »
u	cmavo			      		x quelque soit y (sumti)
u'a	cmavo			      		gain
u'anai	cmavo-compound			      		perte
u'e	cmavo			      		émerveillement
u'enai	cmavo-compound			      		banalité
u'i	cmavo			      		amusement
u'o	cmavo			      		courage
u'ocu'i	cmavo-compound			      		timidité
u'onai	cmavo-compound			      		couardise
u'u	cmavo			      		repentance
u'ucu'i	cmavo-compound			      		manque de regret
u'unai	cmavo-compound			      		innocence
ua	cmavo			      		eureka
uanai	cmavo-compound			      		attitudinal : confusion
ubu	bu-letteral			      		lettre « u »
ue	cmavo			      		surprise
uecu'i	cmavo-compound			      		pas vraiment une surprise
uenai	cmavo-compound			      		attendue
uepei	cmavo-compound			      		surprise ?
ui	cmavo			      		joie
uibu	bu-letteral			      		Lettre « :) »
uinai	cmavo-compound			      		tristesse
uo	cmavo			      		complétude
uonai	cmavo-compound			      		incomplétude
uu	cmavo			      		pitié
uunai	cmavo-compound			      		cruauté
va	cmavo   	-vaz-		      		près de (espace)
va'a	cmavo			      		transforme en l'opposé (pour l'addition)
va'i	cmavo			      		attitudinal: en d'autres mots
va'inai	cmavo-compound			      		attitudinal: dans les mêmes termes
va'o	cmavo			      		dans l'environnement
va'u	cmavo			      		bénéficiant de
vai	cmavo			      		15 (F en hexadécimal)
vau	cmavo			      		fini un bridi simple
ve	cmavo   	-vel-		      		4ème conversion
ve'a	cmavo			      		moyen intervalle spatial
ve'e	cmavo   	-ve'e-		      		tout l'espace
ve'i	cmavo			      		très petit intervalle spatial
ve'o	cmavo			      		parenthèse droite (maths)
ve'u	cmavo			      		grand intervalle spatial
vebe'i	cmavo-compound			      		du transmetteur original
veci'e	cmavo-compound			      		en synergie avec
vecu'u	cmavo-compound			      		exprimé dans le medium
vede'i	cmavo-compound			      		date selon le calendrier
vedu'o	cmavo-compound			      		selon l'épistémologie
vefi'e	cmavo-compound			      		créé à partir de
vega'a	cmavo-compound			      		observé sous les conditions
vei	cmavo			      		parenthèse gauche (maths)
veka'a	cmavo-compound			      		par la route
vemau	cmavo-compound			      		plus, de la quantité
veme'a	cmavo-compound			      		moins, de la quantité
vepa'a	cmavo-compound			      		similaire selon le standard
vepu'e	cmavo-compound			      		passant par les étapes
verai	cmavo-compound			      		superlatif parmi
vetai	cmavo-compound			      		similaire en propriété
veti'u	cmavo-compound			      		temps à l'endroit
vi	cmavo   	-viz-		      		ici
vi ma	cmavo-compound			      		question ' où ' ?
vi'a	cmavo			      		intervalle spatial bidimensionnel
vi'e	cmavo			      		intervalle spatial quadridimensionnel
vi'i	cmavo			      		intervalle spatial unidimensionnel
vi'u	cmavo			      		intervalle spatial tridimensionnel
vo	cmavo   	-von-		      		4
vo'a	cmavo			      		répète le 1er sumti du bridi principale de cette phrase
vo'e	cmavo			      		répète le 2ème sumti du bridi principale de cette phrase
vo'i	cmavo			      		répète le 3ème sumti du bridi principale de cette phrase
vo'o	cmavo			      		répète le 4ème sumti du bridi principale de cette phrase
vo'u	cmavo			      		répète le 5ème sumti du bridi principale de cette phrase
voki'o	cmavo-compound			      		4000
vomoi	cmavo-compound			      		4ème
vono	cmavo-compound			      		40
vonono	cmavo-compound			      		400
vu	cmavo   	-vuz-		      		loin de
vu'a	cmavo			      		à l'ouest de
vu'e	cmavo			      		attitudinal: vertu
vu'enai	cmavo-compound			      		attitudinal: péché
vu'i	cmavo			      		la suite composée de
vu'u	cmavo			      		moins (maths)
vy	cmavo			      		lettre « v »
xa	cmavo   	-xav-		      		6
xaki'o	cmavo-compound			      		6000
xamoi	cmavo-compound			      		6ème
xano	cmavo-compound			      		60
xanono	cmavo-compound			      		600
xavoki'o	cmavo-compound			      		64000
xe	cmavo   	-xel-		      		5ème conversion
xebe'i	cmavo-compound			      		transmis via
xeka'a	cmavo-compound			      		par le moyen de transport
xo	cmavo			      		question « nombre ? »
xu	cmavo			      		question « vrai ou faux ? »
xy	cmavo			      		lettre « x »
y	cmavo			      		hésitation
y'y	cmavo			      		Lettre « ' »
ybu	bu-letteral			      		lettre « y »
za	cmavo			      		distance temporelle moyenne
za'a	cmavo			      		j'observe
za'i	cmavo   	-zaz-		      		abstracteur d'état
za'o	cmavo   	-za'o-		      		continue encore longtemps après
za'u	cmavo			      		plus grand que
zai	cmavo			      		selectionne l'alphabet
zau	cmavo			      		approuvé par
ze	cmavo   	-zel-		      		7
ze'a	cmavo			      		moyenne durée
ze'aba	cmavo-compound			      		moyen intervalle de temps dans le futur
ze'aca	cmavo-compound			      		pendant longtemps durant
ze'apu	cmavo-compound			      		moyen intervalle de temps dans le passé
ze'e	cmavo   	-ze'e-		      		la totalité du temps
ze'i	cmavo			      		courte durée
ze'u	cmavo			      		longue durée
zei	cmavo			      		joint comme lujvo
zeki'o	cmavo-compound			      		7000
zemoi	cmavo-compound			      		7ème
zeno	cmavo-compound			      		70
zenono	cmavo-compound			      		700
zi	cmavo			      		peu de temps
zi'e	cmavo			      		joint des relatives associées au même sumti
zi'o	cmavo   	-zil-		      		sumti inexistant
zo	cmavo			      		citation de 1 mot
zo'a	cmavo   	-zon-   	-zo'a-	      		tangent à
zo'e	cmavo			      		sumti non spécifié
zo'o	cmavo			      		pour rire
zo'obu	bu-letteral			      		:-)
zo'onai	cmavo-compound			      		sérieusement
zo'u	cmavo			      		marque la fin du quantificateur logique ou de l'identification du sujet et le début du bridi
zoi	cmavo			      		citation non lojban
zu	cmavo			      		loin dans le temps
zu'a	cmavo			      		à gauche de
zu'e	cmavo			      		avec l'agent
zu'i	cmavo			      		le ça typique (pro sumti)
zu'o	cmavo   	-zum-		      		abstracteur d'activité
zu'u	cmavo			      		d'un côté (figuré)
zu'unai	cmavo-compound			      		de l'autre côté (figuré)
zy	cmavo			      		lettre « z »
